Name|Index|Order|p2_Variant|Set_(Layered)_Id|P3_Type|P4_Equip_slot|Defense|Model_Id_1|Model_Id_2|Icon_Color|Icon_Effect|Rarity|Cost|Fire_Res|Water_Res|Ice_Res|Thunder_Res|Dragon_Res|Slot_Count|Slot_1_Size|Slot_2_Size|Slot_3_Size|Set_Skill_1|Set_Skill_1_Level|Hidden_Skill|Hidden_Skill_Level|Skill_1|Skill_1_Level|Skill_2|Skill_2_Level|Skill_3|Skill_3_Level|Gender|P1_Set_Group|Is_Permanent|Description
Alloy Vambraces β+|1494|305|Beta_or_Gamma|255|Regular|Arms|114|4|0|0|0|8|9000|-2|0|-2|-2|0|2|4|1|0|0: --------|0|0: --------|0|20: Defense Boost|1|0: --------|0|0: --------|0|Unisex|305|False|Armor made of fine machalite ore. What it lacks in charm it more than makes up in defense.
Vespoid Vambraces α+|1495|306|Alpha|256|Regular|Arms|116|7|1|0|0|8|9000|-2|1|1|1|2|1|3|0|0|0: --------|0|0: --------|0|36: Paralysis Attack|2|81: Quick Sheath|1|0: --------|0|Unisex|306|False|Vambraces made of Vespoid materials. Carries the insect's distinctive shine.
Vespoid Vambraces β+|1496|307|Beta_or_Gamma|257|Regular|Arms|116|7|1|0|0|8|9000|-2|1|1|1|2|2|4|1|0|0: --------|0|0: --------|0|36: Paralysis Attack|1|0: --------|0|0: --------|0|Unisex|307|False|Vambraces made of Vespoid materials. Carries the insect's distinctive shine.
Hornetaur Vambraces α+|1497|308|Alpha|258|Regular|Arms|116|17|1|0|0|8|9000|-1|-1|0|0|2|1|3|0|0|0: --------|0|0: --------|0|84: Free Meal|1|54: Handicraft|1|0: --------|0|Unisex|308|False|Armor made of Hornetaur material. Even small parts are crafted with attention to detail.
Hornetaur Vambraces β+|1498|309|Beta_or_Gamma|259|Regular|Arms|116|17|1|0|0|8|9000|-1|-1|0|0|2|2|4|2|0|0: --------|0|0: --------|0|84: Free Meal|1|0: --------|0|0: --------|0|Unisex|309|False|Armor made of Hornetaur material. Even small parts are crafted with attention to detail.
Kestodon Guards α+|1499|310|Alpha|260|Regular|Arms|116|5|0|0|0|8|9000|4|0|0|0|0|2|1|1|0|0: --------|0|0: --------|0|122: Affinity Sliding|1|52: Focus|2|0: --------|0|Unisex|310|False|The ease of obtaining Kestodon materials makes these armguards popular with the research team.
Kestodon Guards β+|1500|311|Beta_or_Gamma|261|Regular|Arms|116|5|0|0|0|8|9000|4|0|0|0|0|2|4|1|0|0: --------|0|0: --------|0|122: Affinity Sliding|1|52: Focus|1|0: --------|0|Unisex|311|False|The ease of obtaining Kestodon materials makes these armguards popular with the research team.
Jagras Vambraces α+|1501|324|Alpha|274|Regular|Arms|116|8|1|0|0|8|9000|-2|2|-1|-1|1|1|2|0|0|0: --------|0|0: --------|0|79: Evade Extender|2|22: Recovery Up|1|0: --------|0|Unisex|324|False|This Great Jagras armor feels as good to touch as it does to wear.
Jagras Vambraces β+|1502|325|Beta_or_Gamma|275|Regular|Arms|116|8|1|0|0|8|9000|-2|2|-1|-1|1|1|4|0|0|0: --------|0|0: --------|0|79: Evade Extender|1|22: Recovery Up|1|0: --------|0|Unisex|325|False|This Great Jagras armor feels as good to touch as it does to wear.
Tzitzi Vambraces α+|1503|326|Alpha|276|Regular|Arms|116|23|1|0|0|8|9000|0|0|-2|-3|0|1|2|0|0|0: --------|0|0: --------|0|4: Stun Resistance|2|82: Wide-Range|2|0: --------|0|Unisex|326|False|Tzitzi-Ya-Ku armor with increased shock dispersion, using highly flexible materials.
Tzitzi Vambraces β+|1504|327|Beta_or_Gamma|277|Regular|Arms|116|23|1|0|0|8|9000|0|0|-2|-3|0|1|4|0|0|0: --------|0|0: --------|0|4: Stun Resistance|2|82: Wide-Range|1|0: --------|0|Unisex|327|False|Tzitzi-Ya-Ku armor with increased shock dispersion, using highly flexible materials.
Girros Vambraces α+|1505|328|Alpha|278|Regular|Arms|116|22|1|0|0|8|9000|0|-3|0|2|1|1|1|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|116: Effluvia Resistance|2|0: --------|0|Unisex|328|False|The dye used to create the yellow accents were made by extracting the bodily fluids from a Great Girros.
Girros Vambraces β+|1506|329|Beta_or_Gamma|279|Regular|Arms|116|22|1|0|0|8|9000|0|-3|0|2|1|1|4|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|116: Effluvia Resistance|1|0: --------|0|Unisex|329|False|The dye used to create the yellow accents were made by extracting the bodily fluids from a Great Girros.
Dodogama Vambraces α+|1507|330|Alpha|280|Regular|Arms|120|39|1|0|0|8|9000|2|0|0|-3|2|1|2|0|0|0: --------|0|0: --------|0|88: Bombardier|2|38: Blast Attack|1|0: --------|0|Unisex|330|False|An extra layer of coating made of scales grants this Dodogama armor greatly increased durability.
Dodogama Vambraces β+|1508|331|Beta_or_Gamma|281|Regular|Arms|120|39|1|0|0|8|9000|2|0|0|-3|2|1|4|0|0|0: --------|0|0: --------|0|88: Bombardier|1|38: Blast Attack|1|0: --------|0|Unisex|331|False|An extra layer of coating made of scales grants this Dodogama armor greatly increased durability.
Kulu Vambraces α+|1509|332|Alpha|282|Regular|Arms|116|9|1|0|0|8|9000|0|-3|1|0|0|2|1|1|0|0: --------|0|0: --------|0|49: Critical Boost|1|93: Pro Transporter|1|0: --------|0|Unisex|332|False|This Kulu-Ya-Ku armor may look light, but it sports high defense thanks to quality materials.
Kulu Vambraces β+|1510|333|Beta_or_Gamma|283|Regular|Arms|116|9|1|0|0|8|9000|0|-3|1|0|0|1|4|0|0|0: --------|0|0: --------|0|49: Critical Boost|1|0: --------|0|0: --------|0|Unisex|333|False|This Kulu-Ya-Ku armor may look light, but it sports high defense thanks to quality materials.
Pukei Vambraces α+|1511|334|Alpha|284|Regular|Arms|118|10|1|0|0|8|9000|0|3|0|-3|1|1|1|0|0|0: --------|0|0: --------|0|63: Peak Performance|2|108: Survival Expert|1|0: --------|0|Unisex|334|False|Carefully sewn by an experienced craftsman, this Pukei-Pukei armor sports leather's best qualities.
Pukei Vambraces β+|1512|335|Beta_or_Gamma|285|Regular|Arms|118|10|1|0|0|8|9000|0|3|0|-3|1|1|4|0|0|0: --------|0|0: --------|0|63: Peak Performance|1|108: Survival Expert|1|0: --------|0|Unisex|335|False|Carefully sewn by an experienced craftsman, this Pukei-Pukei armor sports leather's best qualities.
Barroth Vambraces α+|1513|338|Alpha|286|Regular|Arms|118|12|1|0|0|8|9000|-3|-1|-1|3|0|2|3|1|0|0: --------|0|0: --------|0|73: Marathon Runner|1|80: Guard|1|0: --------|0|Unisex|336|False|Vambraces made from Barroth plate. They say a hunter wearing them toppled a beast bare-handed.
Barroth Vambraces β+|1514|339|Beta_or_Gamma|287|Regular|Arms|118|12|1|0|0|8|9000|-3|-1|-1|3|0|2|4|2|0|0: --------|0|0: --------|0|73: Marathon Runner|1|0: --------|0|0: --------|0|Unisex|337|False|Vambraces made from Barroth plate. They say a hunter wearing them toppled a beast bare-handed.
Jyura Vambraces α+|1515|340|Alpha|288|Regular|Arms|118|11|1|0|0|8|9000|-1|2|0|-3|0|2|2|1|0|0: --------|0|0: --------|0|31: Water Attack|2|26: Ice Resistance|1|0: --------|0|Unisex|338|False|This armor has greatly increased durability thanks to a reinforced core using Jyuratodus scales.
Jyura Vambraces β+|1516|341|Beta_or_Gamma|289|Regular|Arms|118|11|1|0|0|8|9000|-1|2|0|-3|0|2|4|2|0|0: --------|0|0: --------|0|31: Water Attack|2|0: --------|0|0: --------|0|Unisex|339|False|This armor has greatly increased durability thanks to a reinforced core using Jyuratodus scales.
Beo Vambraces α+|1517|342|Alpha|290|Regular|Arms|118|110|0|0|0|8|9000|-3|0|3|-2|2|1|3|0|0|0: --------|0|0: --------|0|32: Ice Attack|2|21: Health Boost|1|0: --------|0|Unisex|340|False|Supple as they are tough, these steely black and gold Beotodus braces boast great dexterity.
Beo Vambraces β+|1518|343|Beta_or_Gamma|291|Regular|Arms|118|110|0|0|0|8|9000|-3|0|3|-2|2|1|4|0|0|0: --------|0|0: --------|0|32: Ice Attack|2|0: --------|0|0: --------|0|Unisex|341|False|Supple as they are tough, these steely black and gold Beotodus braces boast great dexterity.
Kadachi Vambraces α+|1519|344|Alpha|292|Regular|Arms|120|13|1|0|0|8|9000|0|-3|0|3|0|1|2|0|0|0: --------|0|0: --------|0|79: Evade Extender|2|33: Thunder Attack|2|0: --------|0|Unisex|342|False|The fur on this Tobi-Kadachi armor never loses its pure white sheen, no matter the circumstances.
Kadachi Vambraces β+|1520|345|Beta_or_Gamma|293|Regular|Arms|120|13|1|0|0|8|9000|0|-3|0|3|0|2|4|2|0|0: --------|0|0: --------|0|79: Evade Extender|1|33: Thunder Attack|2|0: --------|0|Unisex|343|False|The fur on this Tobi-Kadachi armor never loses its pure white sheen, no matter the circumstances.
High Metal Braces α+|1521|348|Alpha|294|Regular|Arms|128|25|0|0|0|8|12000|0|-1|3|-2|0|2|2|1|0|0: --------|0|0: --------|0|20: Defense Boost|2|32: Ice Attack|2|0: --------|0|Unisex|344|False|Armor made from a generous portion of ore. Don't worry, it breathes surprisingly well.
High Metal Braces β+|1522|349|Beta_or_Gamma|295|Regular|Arms|128|25|0|0|0|8|12000|0|-1|3|-2|0|2|4|1|0|0: --------|0|0: --------|0|20: Defense Boost|2|32: Ice Attack|1|0: --------|0|Unisex|345|False|Armor made from a generous portion of ore. Don't worry, it breathes surprisingly well.
Banbaro Vambraces α+|1523|350|Alpha|296|Regular|Arms|130|84|0|0|0|8|12000|-2|2|3|-1|-3|1|2|0|0|0: --------|0|0: --------|0|185: Offensive Guard|1|21: Health Boost|2|0: --------|0|Unisex|346|False|Banbaro gloves of hard carapace and dense, white fur. Ideal when hunting in sub-zero weather.
Banbaro Vambraces β+|1524|351|Beta_or_Gamma|297|Regular|Arms|130|84|10|0|0|8|12000|-2|2|3|-1|-3|1|4|0|0|0: --------|0|0: --------|0|185: Offensive Guard|1|21: Health Boost|1|0: --------|0|Unisex|347|False|Banbaro gloves of hard carapace and dense, white fur. Ideal when hunting in sub-zero weather.
Anja Vambraces α+|1525|352|Alpha|298|Regular|Arms|132|20|1|0|0|8|12000|3|-3|-1|-1|0|1|2|0|0|182: Anjanath Dominance|1|0: --------|0|70: Special Ammo Boost|1|30: Fire Attack|2|0: --------|0|Unisex|348|False|Modeled after a brave tribe's hunting garb, this Anjanath armor's design is a symbol of wisdom.
Anja Vambraces β+|1526|353|Beta_or_Gamma|299|Regular|Arms|132|20|11|0|0|8|12000|3|-3|-1|-1|0|1|4|0|0|182: Anjanath Dominance|1|0: --------|0|70: Special Ammo Boost|1|30: Fire Attack|1|0: --------|0|Unisex|349|False|Modeled after a brave tribe's hunting garb, this Anjanath armor's design is a symbol of wisdom.
Rathian Vambraces α+|1527|356|Alpha|300|Regular|Arms|130|21|1|0|0|8|12000|2|0|0|-2|-3|1|3|0|0|183: Rathian Essence|1|0: --------|0|35: Poison Attack|2|99: Botanist|1|0: --------|0|Unisex|350|False|Vambraces made from Rathian parts. Their faint green glow reminds one of the noble Queen.
Rathian Vambraces β+|1528|357|Beta_or_Gamma|301|Regular|Arms|130|21|11|0|0|8|12000|2|0|0|-2|-3|1|4|0|0|183: Rathian Essence|1|0: --------|0|35: Poison Attack|2|0: --------|0|0: --------|0|Unisex|351|False|Vambraces made from Rathian parts. Their faint green glow reminds one of the noble Queen.
Rath Heart Braces α+|1529|358|Alpha|302|Regular|Arms|132|21|101|0|0|8|12000|3|0|0|-3|-4|1|2|0|0|183: Rathian Essence|1|0: --------|0|12: Windproof|2|54: Handicraft|1|0: --------|0|Unisex|352|False|Vambraces made from Pink Rathian parts. Their light pink glow reminds one of the noble Queen.
Rath Heart Braces β+|1530|359|Beta_or_Gamma|303|Regular|Arms|132|21|111|0|0|8|12000|3|0|0|-3|-4|2|4|2|0|183: Rathian Essence|1|0: --------|0|12: Windproof|2|0: --------|0|0: --------|0|Unisex|353|False|Vambraces made from Pink Rathian parts. Their light pink glow reminds one of the noble Queen.
Lumu Vambraces α+|1531|360|Alpha|304|Regular|Arms|130|24|1|0|0|8|12000|-3|2|1|0|0|2|2|2|0|0: --------|0|0: --------|0|71: Artillery|2|12: Windproof|1|0: --------|0|Unisex|354|False|This Paolumu armor offers a perfect, bespoke fit to any body shape, with an immensely pleasant texture.
Lumu Vambraces β+|1532|361|Beta_or_Gamma|305|Regular|Arms|130|24|1|0|0|8|12000|-3|2|1|0|0|2|4|1|0|0: --------|0|0: --------|0|71: Artillery|1|12: Windproof|1|0: --------|0|Unisex|355|False|This Paolumu armor offers a perfect, bespoke fit to any body shape, with an immensely pleasant texture.
Lumu Phantasm Braces α+|1533|362|Alpha|306|Regular|Arms|132|24|101|0|0|8|12000|-3|-3|1|2|1|1|2|0|0|0: --------|0|0: --------|0|101: Maximum Might|1|37: Sleep Attack|1|0: --------|0|Unisex|356|False|Light cannot escape the ebon fur of these Nightshade Paolumu gloves. Neither can your prey.
Lumu Phantasm Braces β+|1534|363|Beta_or_Gamma|307|Regular|Arms|132|24|101|0|0|8|12000|-3|-3|1|2|1|1|4|0|0|0: --------|0|0: --------|0|101: Maximum Might|1|0: --------|0|0: --------|0|Unisex|357|False|Light cannot escape the ebon fur of these Nightshade Paolumu gloves. Neither can your prey.
Pukei Lagoon Braces α+|1535|336|Alpha|308|Regular|Arms|132|10|101|0|0|8|12000|0|3|-3|-2|0|1|1|0|0|0: --------|0|0: --------|0|56: Partbreaker|1|53: Power Prolonger|1|0: --------|0|Unisex|358|False|These Coral Pukei-Pukei gloves are strong as iron, yet offer uncompromising range of motion.
Pukei Lagoon Braces β+|1536|337|Beta_or_Gamma|309|Regular|Arms|132|10|101|0|0|8|12000|0|3|-3|-2|0|2|4|1|0|0: --------|0|0: --------|0|56: Partbreaker|1|0: --------|0|0: --------|0|Unisex|359|False|These Coral Pukei-Pukei gloves are strong as iron, yet offer uncompromising range of motion.
Viper Kadachi Braces α+|1537|346|Alpha|310|Regular|Arms|132|13|101|0|0|8|12000|1|3|-2|-3|1|1|2|0|0|0: --------|0|0: --------|0|35: Poison Attack|2|78: Evade Window|1|0: --------|0|Unisex|360|False|Viper Tobi-Kadachi gloves built for protection without impeding manual dexterity.
Viper Kadachi Braces β+|1538|347|Beta_or_Gamma|311|Regular|Arms|132|13|101|0|0|8|12000|1|3|-2|-3|1|1|4|0|0|0: --------|0|0: --------|0|35: Poison Attack|1|78: Evade Window|1|0: --------|0|Unisex|361|False|Viper Tobi-Kadachi gloves built for protection without impeding manual dexterity.
Baan Vambraces α+|1539|364|Alpha|312|Regular|Arms|134|28|1|0|0|8|12000|0|2|-1|0|-2|1|2|0|0|0: --------|0|0: --------|0|37: Sleep Attack|2|80: Guard|1|0: --------|0|Unisex|362|False|The wearer of this Radobaan armor becomes an impregnable fortress, shrugging off shocks with ease.
Baan Vambraces β+|1540|365|Beta_or_Gamma|313|Regular|Arms|134|28|1|0|0|8|12000|0|2|-1|0|-2|1|4|0|0|0: --------|0|0: --------|0|37: Sleep Attack|1|80: Guard|1|0: --------|0|Unisex|363|False|The wearer of this Radobaan armor becomes an impregnable fortress, shrugging off shocks with ease.
Leather Layered Arms|1541|1040|Alpha|314|Layered|Arms|0|1|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|364|False|Unavailable
Chain Layered Arms|1542|1041|Alpha|315|Layered|Arms|0|14|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|365|False|Unavailable
Hunter αLayered Arms|1543|1042|Alpha|316|Layered|Arms|0|2|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|366|False|Unavailable
Hunter βLayered Arms|1544|1043|Beta_or_Gamma|317|Layered|Arms|0|2|10|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|367|False|Unavailable
Bone Layered Arms|1545|1044|Alpha|318|Layered|Arms|0|3|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|368|False|Unavailable
Alloy Layered Arms|1546|1045|Alpha|319|Layered|Arms|0|4|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|369|False|Unavailable
Vespoid Layered Arms|1547|1046|Alpha|320|Layered|Arms|0|7|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|370|False|Unavailable
Hornetaur Layered Arms|1548|1047|Alpha|321|Layered|Arms|0|17|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|371|False|Unavailable
Kestodon Layered Arms|1549|1048|Alpha|322|Layered|Arms|0|5|0|0|0|4|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|372|False|Unavailable
Ingot Vambraces α+|1550|370|Alpha|328|Regular|Arms|136|31|0|0|0|9|15000|-2|0|-1|3|0|2|2|1|0|0: --------|0|0: --------|0|21: Health Boost|2|33: Thunder Attack|2|0: --------|0|Unisex|378|False|Armor crafted from brilliant gold ore. Its color and design are both highly pleasing.
Ingot Vambraces β+|1551|371|Beta_or_Gamma|329|Regular|Arms|136|31|0|0|0|9|15000|-2|0|-1|3|0|1|4|0|0|0: --------|0|0: --------|0|21: Health Boost|2|33: Thunder Attack|1|0: --------|0|Unisex|379|False|Armor crafted from brilliant gold ore. Its color and design are both highly pleasing.
Barioth Vambraces α+|1552|372|Alpha|330|Regular|Arms|138|89|0|0|0|9|15000|-3|2|3|-2|0|1|2|0|0|188: Barioth Hidden Art|1|0: --------|0|22: Recovery Up|2|74: Constitution|2|0: --------|0|Unisex|380|False|Vambraces made from Barioth parts. Plates white as snow protect the forearms.
Barioth Vambraces β+|1553|373|Beta_or_Gamma|331|Regular|Arms|138|89|10|0|0|9|15000|-3|2|3|-2|0|1|4|0|0|188: Barioth Hidden Art|1|0: --------|0|22: Recovery Up|2|74: Constitution|1|0: --------|0|Unisex|381|False|Vambraces made from Barioth parts. Plates white as snow protect the forearms.
Rathalos Vambraces α+|1554|374|Alpha|332|Regular|Arms|140|33|1|0|0|9|15000|3|1|1|-2|-3|1|3|0|0|189: Rathalos Essence|1|0: --------|0|107: Jump Master|1|50: Weakness Exploit|1|0: --------|0|Unisex|382|False|Vambraces made from Rathalos parts. Imbued with the might of wyvern-kind.
Rathalos Vambraces β+|1555|375|Beta_or_Gamma|333|Regular|Arms|140|33|11|0|0|9|15000|3|1|1|-2|-3|2|4|3|0|189: Rathalos Essence|1|0: --------|0|107: Jump Master|1|0: --------|0|0: --------|0|Unisex|383|False|Vambraces made from Rathalos parts. Imbued with the might of wyvern-kind.
Diablos Vambraces α+|1556|378|Alpha|334|Regular|Arms|140|34|1|0|0|9|15000|3|-2|-3|0|2|1|2|0|0|190: Diablos Ambition|1|0: --------|0|64: Heroics|3|13: Tremor Resistance|1|0: --------|0|Unisex|384|False|Vambraces made from Diablos shell. A hunter wearing these once broke the beast's horns with his hands.
Diablos Vambraces β+|1557|379|Beta_or_Gamma|335|Regular|Arms|140|34|11|0|0|9|15000|3|-2|-3|0|2|2|4|1|0|190: Diablos Ambition|1|0: --------|0|64: Heroics|2|13: Tremor Resistance|1|0: --------|0|Unisex|385|False|Vambraces made from Diablos shell. A hunter wearing these once broke the beast's horns with his hands.
Legiana Vambraces α+|1558|382|Alpha|336|Regular|Arms|140|27|1|0|0|9|15000|-1|2|3|-3|0|1|3|0|0|191: Legiana Ambition|1|0: --------|0|60: Airborne|1|78: Evade Window|2|0: --------|0|Unisex|386|False|Armor worn by proven masters of the freezing sky. Made of Legiana parts, it emits a lethal cold.
Legiana Vambraces β+|1559|383|Beta_or_Gamma|337|Regular|Arms|140|27|11|0|0|9|15000|-1|2|3|-3|0|2|4|2|0|191: Legiana Ambition|1|0: --------|0|60: Airborne|1|78: Evade Window|1|0: --------|0|Unisex|387|False|Armor worn by proven masters of the freezing sky. Made of Legiana parts, it emits a lethal cold.
Odogaron Vambraces α+|1560|386|Alpha|338|Regular|Arms|140|29|1|0|0|9|15000|2|2|-3|-2|0|1|1|0|0|192: Odogaron Essence|1|0: --------|0|74: Constitution|2|48: Critical Eye|1|0: --------|0|Unisex|388|False|This Odogaron armor conjures up visions of hell. Its brute nature always demands more sacrifices.
Odogaron Vambraces β+|1561|387|Beta_or_Gamma|339|Regular|Arms|140|29|11|0|0|9|15000|2|2|-3|-2|0|1|4|0|0|192: Odogaron Essence|1|0: --------|0|74: Constitution|1|48: Critical Eye|1|0: --------|0|Unisex|389|False|This Odogaron armor conjures up visions of hell. Its brute nature always demands more sacrifices.
Lavasioth Vambraces α+|1562|390|Alpha|340|Regular|Arms|140|40|1|0|0|9|15000|3|-3|-2|1|2|1|1|0|0|0: --------|0|0: --------|0|63: Peak Performance|2|22: Recovery Up|1|0: --------|0|Unisex|390|False|These Lavasioth braces underwent a painstaking process in order to craft. Truly a work of art.
Lavasioth Vambraces β+|1563|391|Beta_or_Gamma|341|Regular|Arms|140|40|1|0|0|9|15000|3|-3|-2|1|2|1|4|0|0|0: --------|0|0: --------|0|63: Peak Performance|1|22: Recovery Up|1|0: --------|0|Unisex|391|False|These Lavasioth braces underwent a painstaking process in order to craft. Truly a work of art.
Uragaan Vambraces α+|1564|392|Alpha|342|Regular|Arms|144|41|1|0|0|9|15000|4|-3|-2|1|-2|1|2|0|0|193: Uragaan Ambition|1|0: --------|0|80: Guard|2|8: Iron Skin|2|0: --------|0|Unisex|392|False|Vambraces made from Uragaan parts. Strong enough to stop a stream of lava with only your hands.
Uragaan Vambraces β+|1565|393|Beta_or_Gamma|343|Regular|Arms|144|41|1|0|0|9|15000|4|-3|-2|1|-2|1|4|0|0|193: Uragaan Ambition|1|0: --------|0|80: Guard|2|8: Iron Skin|1|0: --------|0|Unisex|393|False|Vambraces made from Uragaan parts. Strong enough to stop a stream of lava with only your hands.
Nargacuga Braces α+|1566|394|Alpha|344|Regular|Arms|140|80|0|0|0|9|15000|-2|2|0|-3|0|1|1|0|0|171: Nargacuga Essence|1|0: --------|0|76: Stamina Surge|2|103: Stealth|2|0: --------|0|Unisex|394|False|Braces made of Nargacuga parts. They clasp weapons like a vice.
Nargacuga Braces β+|1567|395|Beta_or_Gamma|345|Regular|Arms|140|80|10|0|0|9|15000|-2|2|0|-3|0|1|4|0|0|171: Nargacuga Essence|1|0: --------|0|76: Stamina Surge|2|0: --------|0|0: --------|0|Unisex|395|False|Braces made of Nargacuga parts. They clasp weapons like a vice.
Glavenus Braces α+|1568|396|Alpha|346|Regular|Arms|142|81|0|0|0|9|15000|3|-3|-1|1|-1|1|1|0|0|173: Glavenus Essence|1|0: --------|0|101: Maximum Might|2|52: Focus|1|0: --------|0|Unisex|396|False|Vambraces made from Glavenus parts. Foes kneel with a wave of your hand.
Glavenus Braces β+|1569|397|Beta_or_Gamma|347|Regular|Arms|142|81|10|0|0|9|15000|3|-3|-1|1|-1|1|4|0|0|173: Glavenus Essence|1|0: --------|0|101: Maximum Might|1|52: Focus|1|0: --------|0|Unisex|397|False|Vambraces made from Glavenus parts. Foes kneel with a wave of your hand.
